Tweet,Greek_Words,Lemmatized_Tokens
Δημοσκόπηση Opinion Poll: Απόλυτη κυριαρχία Μητσοτάκη - «αγκάθι» το μεταναστευτικό -,Δημοσκόπηση Απόλυτη κυριαρχία Μητσοτάκη «αγκάθι» μεταναστευτικό,"['δημοσκόπηση', 'Απόλυτη', 'κυριαρχία', 'μητσοτάκη', '«', 'αγκάθι', '»', 'μεταναστευτικό']"
Κλικ και διαβάστε στο ΠΟΝΤΙΚΙ] Ομηρεία και αδιέξοδο - Μοχλός πολλαπλής πίεσης από την  #Αγκυρα το μεταναστευτικό /  #Πρόσφυγικό,Κλικ διαβάστε ΠΟΝΤΙΚΙ Ομηρεία αδιέξοδο Μοχλός πολλαπλής πίεσης την Αγκυρα μεταναστευτικό Πρόσφυγικό,"['κλικ', 'διαβάστε', 'ποντικι', 'ομηρείος', 'αδιέξοδο', 'μοχλός', 'πολλαπλός', 'πίεση', 'την', 'αγκυρος', 'μεταναστευτικό', 'πρόσφυγικό']"
"Πλήρης κυριαρχία Μητσοτάκη – ΝΔ με 40,5% – Αγκάθι το προσφυγικό",Πλήρης κυριαρχία Μητσοτάκη ΝΔ 405 Αγκάθι προσφυγικό,"['πλήρης', 'κυριαρχία', 'μητσοτάκη', 'νδ', '405', 'αγκάθι', 'προσφυγικό']"
@MariaDecokeke @bazioto @tzavelaniki Για το προσφυγικό κουβέντα;,Για προσφυγικό κουβέντα,"['για', 'προσφυγικό', 'κουβέντα']"
"Θυμάστε που τα στελέχη της ΝΔ επί 4,5 χρόνια κατηγορούσαν τον ΣΥΡΙΖΑ για το προσφυγικό – μεταναστευτικό ζήτημα, ότι δήθεν αφήνει...",Θυμάστε στελέχη 45 χρόνια κατηγορούσαν ΣΥΡΙΖΑ προσφυγικό μεταναστευτικό ζήτημα δήθεν αφήνει,"['θυμάστε', 'στελέχη', '45', 'χρόνια', 'κατηγορώ', 'συριζας', 'προσφυγικό', 'μεταναστευτικό', 'ζήτημα', 'δήθεν', 'αφήνω']"
Η έρευνα της @BridgingEurope δείχνει ότι η κοινωνία είναι διχασμένη στο προσφυγικό.,έρευνα δείχνει κοινωνία διχασμένη προσφυγικό,"['έρευνα', 'δείχνω', 'κοινωνία', 'διχασμένη', 'προσφυγικό']"
*48% θέλει τους πρόσφυγες κλεισμένους στα κέντρα υποδοχής.,θέλει πρόσφυγες κλεισμένους κέντρα υποδοχής,"['θέλω', 'πρόσφυγες', 'κλεισμένους', 'κέντρο', 'υποδοχή']"
* 55% δεν ανησυχεί για τα φαινόμενα διακρίσεων.,δεν ανησυχεί φαινόμενα διακρίσεων,"['δεν', 'ανησυχώ', 'φαινόμενος', 'διακρίσεο']"
* 45% πιστεύει ότι το προσφυγικό είναι το μεγαλύτερο πρόβλημα.,πιστεύει προσφυγικό μεγαλύτερο πρόβλημα,"['πιστεύω', 'προσφυγικό', 'μεγαλύτερος', 'πρόβλημα']"
Η εισβολή των ισλαμιστών με το μεταναστευτικό θυμίζει όλο και περισσότερο την Β εισβολή των Κελτών το 279πχ όταν η Ελλάδα ήταν διχασμένη και αδύναμη. Και τότε ερχόντουσαν κατά χιλιάδες με όλα τους τα σόγια μαζί με σκοπό τον εποικισμό μέχρι που τους κανόνισαν οι Αιτωλοί.,εισβολή ισλαμιστών μεταναστευτικό θυμίζει την εισβολή Κελτών 279 η Ελλάδα διχασμένη και αδύναμη τότε ερχόντουσαν χιλιάδες όλα σόγια σκοπό εποικισμό που κανόνισαν Αιτωλοί,"['εισβολή', 'ισλαμιστός', 'μεταναστευτικό', 'θυμίζω', 'την', 'εισβολή', 'κελτή', '279', 'η', 'Ελλάδα', 'διχασμένη', 'και', 'αδύναμη', 'τότε', 'ερχόντουσαν', 'χιλιάδες', 'όλος', 'σόγια', 'σκοπό', 'εποικισμό', 'που', 'κανόνομαι', 'αιτωλοί']"
Η Τουρκία έχει εξαφανίσει την Κρήτη από τον χάρτη κ ο ανίκανος Δένδιας μιλάει μόνο για το προσφυγικό κ τις ευθύνες που της αναλογούν κάνοντας τον Ερντογάν να...ξυνεται!,Τουρκία εξαφανίσει Κρήτη χάρτη ανίκανος Δένδιας μιλάει για προσφυγικό ευθύνες της αναλογούν κάνοντας τον Ερντογάν ναξυνεται,"['Τουρκία', 'εξαφανίσω', 'Κρήτη', 'χάρτη', 'ανίκανος', 'δένδια', 'μιλάω', 'για', 'προσφυγικό', 'ευθύνε', 'της', 'αναλογώ', 'κάνω', 'τον', 'Ερντογάν', 'ναξυνομαι']"
Θα σηκωθούμε ένα πρωί κ θα λείπει το μισό Αιγαίο με την άχρηστη κ άτολμη  #κυβερνηαη_τσιρκο,σηκωθούμε πρωί λείπει μισό Αιγαίο την άχρηστη άτολμη κυβερνηαητσιρκο,"['σηκωθούμε', 'πρωί', 'λείπω', 'μισό', 'Αιγαίο', 'την', 'άχρηστη', 'άτολμη', 'κυβερνηαητσιρκο']"
Όσοι δίνετε τέτοια διαφορά υπέρ της ΝΔ στείλτε επιστολή στον Μητσοτάκη να κάνει κλειστά κέντρα τα σπίτια σας! Τι μήπως είστε τίποτα ρατσιστές?,δίνετε διαφορά της στείλτε επιστολή Μητσοτάκη κάνει κλειστά κέντρα σπίτια είστε ρατσιστές,"['δίνω', 'διαφορά', 'της', 'στείλτε', 'επιστολή', 'μητσοτάκη', 'κάνω', 'κλειστά', 'κέντρο', 'σπίτι', 'είμαι', 'ρατσιστής']"
@59fpatra Για τα επόμενα 8 χρόνια μόνο Μητσοτάκης τώρα μετά βλέπουμε εάν υπάρχει ακόμα Σύριζα. .. Κανένας πονοκέφαλος για το προσφυγικό δεν υπάρχει ??,Για επόμενα χρόνια Μητσοτάκης μετά βλέπουμε υπάρχει Σύριζα πονοκέφαλος προσφυγικό υπάρχει,"['για', 'επόμενος', 'χρόνια', 'μητσοτάκη', 'μετά', 'βλέπω', 'υπάρχω', 'σύριζος', 'πονοκέφαλος', 'προσφυγικό', 'υπάρχω']"
"@r6pGgmMpZK6xoXP @MsLouellaDeVil η υπογεννητικότητα με ρυθμό &lt;1.2 (χρειάζεται 2.1 μινιμουμ για διατηρηση πληθυσμου), σε συνδιασμό με ό,τι επιφέρει το ~50% της φτώχειας επι συνόλου,",6 υπογεννητικότητα ρυθμό χρειάζεται μινιμουμ διατηρηση πληθυσμου συνδιασμό ότι επιφέρει 50 φτώχειας επι συνόλου,"['6', 'υπογεννητικότητος', 'ρυθμό', 'χρειάζομαι', 'μινιμουμ', 'διατηρηση', 'πληθυσμος', 'συνδιασμό', 'ότι', 'επιφέρω', '50', 'φτώχεια', 'επι', 'συνόλο']"
"μαζί και με την μετανάστευση του ~20% της οικονομικα ενεργης νεολαίας, αυτα ειναι η ταφοπλακα. δυστυχως.",και την μετανάστευση 20 οικονομικα ενεργης νεολαίας αυτα ειναι ταφοπλακα δυστυχως,"['και', 'την', 'μετανάστευση', '20', 'οικονομικας', 'ενεργη', 'νεολαία', 'αυτα', 'ειναι', 'ταφοπλακος', 'δυστυχω']"
Καβάλα: Πολιτική εκδήλωση του Κ.Κ.Ε. για το προσφυγικό,Καβάλα Πολιτική εκδήλωση ΚΚΕ προσφυγικό,"['καβάλος', 'πολιτικός', 'εκδήλωση', 'κκε', 'προσφυγικό']"
gcNlDQyNg,,[]
"@revenger1860 @NikolaosZenetos Σου έχω χειρότερα..νέα. Το αρχίδι της ΤαCIAς και ο καινούριος,που έζησε με..μέσον πρέπει να πούλησαν το μεταναστευτικό στους εταίρους και τις εταίρες που μας δάνεισαν..Θεωρητικά ""τον"" ήπιαμε..😬",Σου χειρότερανέα αρχίδι ΤαCIAς καινούριοςπου έζησε μεμέσον πούλησαν μεταναστευτικό εταίρους τις εταίρες μας δάνεισανΘεωρητικά ήπιαμεgrimacing,"['σου', 'χειρότερανέος', 'αρχίδι', 'ταciaς', 'καινούριοςπο', 'έζησε', 'μεμέσον', 'πούλησαν', 'μεταναστευτικό', 'εταίρου', 'τις', 'εταίρε', 'μας', 'δάνεισανθεωρητικά', 'ήπιαμεgrimacing']"
Ραπιδη κανε μια δημοσκοπηση και βγαλε οτι «κλείνει η ψαλιδα».,Ραπιδη κανε δημοσκοπηση βγαλε οτι «κλείνει ψαλιδα»,"['ραπιδη', 'κανε', 'δημοσκοπηση', 'βγαλε', 'οτι', '«', 'κλείνω', 'ψαλιδας', '»']"
"Είναι τραγικό αυτό που συμβαίνει με εμάς. Τόσα βίντεο υπάρχουν με ""μετανάστες"" που προπηλακιζουν Ευρωπαίους πολίτες, πολλές φορές ανήλικους ή γυναικες και δεν αναφέρουν τίποτα τα συστημικά σάιτ. #μεταναστευτικό",τραγικό συμβαίνει εμάς βίντεο υπάρχουν μετανάστες που προπηλακιζουν Ευρωπαίους πολίτες φορές ανήλικους γυναικες δεν αναφέρουν συστημικά σάιτ μεταναστευτικό,"['τραγικό', 'συμβαίνει', 'εμάς', 'βίντεο', 'υπάρχω', 'μετανάστα', 'που', 'προπηλακιζω', 'Ευρωπαίους', 'πολίτε', 'φορά', 'ανήλικους', 'γυναικε', 'δεν', 'αναφέρω', 'συστημικά', 'σάιτ', 'μεταναστευτικό']"
"Μάλλον δεν καταλάβατε ότι ο κόσμος σας έβγαλε αυτοδύναμη κυβέρνηση για να δώσετε λύσεις στην παράνομη μετανάστευση (αφήστε την πολιτική ορθότητα-""προσφυγικό"") κι όχι για να ζητάτε τη γνώμη του Τσίπρα.",δεν καταλάβατε κόσμος έβγαλε αυτοδύναμη κυβέρνηση δώσετε λύσεις παράνομη μετανάστευση αφήστε πολιτική ορθότηταπροσφυγικό για ζητάτε γνώμη Τσίπρα,"['δεν', 'καταλάβατε', 'κόσμος', 'βγάλω', 'αυτοδύναμη', 'κυβέρνηση', 'δώσω', 'λύσει', 'παράνομη', 'μετανάστευση', 'αφήστε', 'πολιτικός', 'ορθότηταπροσφυγικό', 'για', 'ζητάτε', 'γνώμη', 'Τσίπρα']"
Όχι» από τους δημάρχους του ανατολικού Αιγαίου στις κυβερνητικές εξαγγελίες για το μεταναστευτικό,Όχι» τους δημάρχους ανατολικού Αιγαίου κυβερνητικές εξαγγελίες μεταναστευτικό,"['όχι', '»', 'τους', 'δημάρχου', 'ανατολικός', 'Αιγαίου', 'κυβερνητικός', 'εξαγγελία', 'μεταναστευτικό']"
@AdonisGeorgiadi Με την πολιτική σας στο μεταναστευτικό κρίμα τις νίκες σας χωρίς αυτό να σημαίνει κάτι για τον κύριο Παπαστεργίου που είναι αξιόλογος. Πλέον είστε όλοι επικίνδυνοι για την εθνική ασφάλεια κ πρέπει ο λαός να αποφασίσει την αντικατάσταση σας. Κ όχι σε 4 χρόνια. Τότε θα είναι αργά.,πολιτική στο μεταναστευτικό κρίμα νίκες χωρίς σημαίνει κύριο Παπαστεργίου αξιόλογος είστε επικίνδυνοι για την εθνική ασφάλεια ο λαός αποφασίσει την αντικατάσταση σε χρόνια είναι αργά,"['πολιτική', 'στο', 'μεταναστευτικό', 'κρίμα', 'νίκε', 'χωρίς', 'σημαίνω', 'κύριος', 'παπαστεργίος', 'αξιόλογο', 'είμαι', 'επικίνδυνος', 'για', 'την', 'εθνικός', 'ασφάλεια', 'ο', 'λαός', 'αποφασίσω', 'την', 'αντικατάσταση', 'σε', 'χρόνια', 'είναι', 'αργά']"
"@TsafitsasPantel Ζούσα τότε βλακα!Μόνο οι καταδοτες περνούσαν καλά, το 80% του λαου ζουσε μέσα στο φοβο.",Ζούσα βλακαΜόνο καταδοτες περνούσαν του λαου ζουσε στο φοβο,"['ζώ', 'βλακαμόνος', 'καταδοτα', 'περνώ', 'του', 'λαου', 'ζουσε', 'στο', 'φοβο']"
"Μαγαρισια είσαι από μόνος σου δεν σου χρειάζονται εσένα ούτε Συριοι, ούτε Αφγανοι!Βρήκατε πάτημα όλοι οι Χουντικοι με το μεταναστευτικο για να κάνετε σπεκουλα!",Μαγαρισια από σου σου χρειάζονται Συριοι ούτε ΑφγανοιΒρήκατε πάτημα Χουντικοι μεταναστευτικο κάνετε σπεκουλα,"['μαγαρισια', 'από', 'σου', 'σου', 'χρειάζομαι', 'Συριοι', 'ούτε', 'αφγανοιβρήκατε', 'πάτημα', 'χουντικος', 'μεταναστευτικο', 'κάνω', 'σπεκουλα']"
"Μα όλα είναι μια χαρά με το #μεταναστευτικο στην χώρα, έτσι φανταστικέ μας @PrimeministerGR @kmitsotakis ?",όλα μια χαρά μεταναστευτικο χώρα φανταστικέ kmitsotakis,"['όλος', 'μια', 'χαρά', 'μεταναστευτικος', 'χώρα', 'φανταστικέ', 'kmitsotakis']"
O @AdonisGeorgiadi μπορεί να μας πει την άποψη του ?,μπορεί μας πει άποψη,"['μπορώ', 'μας', 'λέω', 'άποψη']"
Μην τα βλέπεις αυτά εσύ. Δεν τα δείχνουν τα πορνοκαναλα των ΜΜΕ να μην μας μπερδεύουν.,βλέπεις εσύ δείχνουν πορνοκαναλα ΜΜΕ μην μπερδεύουν,"['βλέπει', 'εσύ', 'δείχνω', 'πορνοκαναλος', 'μμε', 'μην', 'μπερδεύω']"
"Το προσφυγικό - μεταναστευτικό, η προκλητική Τουρκία, αλλά και οι αναγκαίες συγκλίσεις και συναινέσεις, απασχολούν τη δεύτερη μέρα του 13ου Συνεδρίου της Ν.Δ.",προσφυγικό μεταναστευτικό προκλητική Τουρκία αναγκαίες συγκλίσεις και συναινέσεις απασχολούν δεύτερη μέρα 13 Συνεδρίου,"['προσφυγικό', 'μεταναστευτικό', 'προκλητικός', 'Τουρκία', 'αναγκαίε', 'συγκλίσει', 'και', 'συναινέσει', 'απασχολώ', 'δεύτερη', 'μέρα', '13', 'συνεδρίο']"
@infoshizas Προσωπικά έχω μεγάλη υπομονή.,Προσωπικά μεγάλη υπομονή,"['προσωπικά', 'μεγάλη', 'υπομονή']"
Στο λ/μεταναστευτικό ο χρόνος τρέχει επικίνδυνα και ακούω από το στόμα του ΠΘ για ενσωμάτωση και μπόλιασμα. Εδώ δεν υπάρχει ανοχή.,λμεταναστευτικό χρόνος τρέχει επικίνδυνα ακούω στόμα ενσωμάτωση μπόλιασμα δεν υπάρχει ανοχή,"['λμεταναστευτικό', 'χρόνος', 'τρέχω', 'επικίνδυνα', 'ακούω', 'στόμα', 'ενσωμάτωση', 'μπόλιασμα', 'δεν', 'υπάρχω', 'ανοχή']"
-Το μεταναστευτικό ήρθε για να μείνει.,μεταναστευτικό ήρθε μείνει,"['μεταναστευτικό', 'ήρθε', 'μείνω']"
-Ο Κούλης πιστεύει ότι τα σύνορα φυλάσσονται και ότι τα νησιά επιτελούς αναπνέουν.,Κούλης πιστεύει σύνορα φυλάσσονται ότι νησιά επιτελούς αναπνέουν,"['κούλης', 'πιστεύω', 'σύνορο', 'φυλάσσομαι', 'ότι', 'νησιά', 'επιτελού', 'αναπνέω']"
- Και εσύ ξένος στην ίδια σου την χώρα.,εσύ ξένος ίδια την χώρα,"['εσύ', 'ξένος', 'ίδιος', 'την', 'χώρα']"
"Άδωνι, είναι πολύ πολύ άσχημο να τσουβαλιάζεις τις ανησυχίες των σοβαρών ανθρώπων (η μεγαλύτερη μερίδα) για το μεταναστευτικο με τις λυσεις που προτείνουν κάποιοι οντως ακραίοι λαϊκιστές. Τι διαφορετικό από ότι έκανε ο ΣΥΡΙΖΑ με τις αντιδράσεις στη συμφωνία των Πρεσπών;",Άδωνι πολύ άσχημο τσουβαλιάζεις ανησυχίες σοβαρών ανθρώπων μεγαλύτερη μερίδα μεταναστευτικο τις λυσεις προτείνουν οντως ακραίοι λαϊκιστές διαφορετικό ότι ΣΥΡΙΖΑ τις αντιδράσεις συμφωνία Πρεσπών,"['άδωνι', 'πολύ', 'άσχημος', 'τσουβαλιάζει', 'ανησυχίε', 'σοβαρός', 'ανθρώπα', 'μεγαλός', 'μερίδα', 'μεταναστευτικο', 'τις', 'λυσει', 'προτείνω', 'οντως', 'ακραίος', 'λαϊκιστός', 'διαφορετικό', 'ότι', 'συριζας', 'τις', 'αντιδράσει', 'συμφωνία', 'πρεσπή']"
"Ας πει κάποιος στο Μητσοτάκη πως το #μεταναστευτικό δεν ήρθε για να μείνει. Είτε θα φύγει αυτό μόνο του, είτε θα φύγει κι αυτός μαζί του.",πει στο Μητσοτάκη μεταναστευτικό ήρθε μείνει φύγει μόνο είτε φύγει μαζί,"['λέω', 'στο', 'μητσοτάκη', 'μεταναστευτικό', 'ήρθε', 'μείνω', 'φύγω', 'μόνο', 'είτε', 'φύγω', 'μαζί']"
@elenasagiadinou τρίχες εκτελεί απλά διαταγές του open Border @kmitsotakis βάλε τον @andrianopoulos4 και θα σου λύσει το μεταναστευτικό σε 15 ημέρες..,τρίχες εκτελεί απλά διαταγές Border βάλε 4 λύσει μεταναστευτικό 15 ημέρες,"['τρίχες', 'εκτελώ', 'απλά', 'διαταγή', 'border', 'βάλε', '4', 'λύσω', 'μεταναστευτικό', '15', 'ημέρα']"
Μακρον  [Κλικ και διαβάστε στο newsbomb]  #Έκτακτο τηλεφώνημα Μητσοτάκη στον  #Μακρόν για το μεταναστευτικό,Μακρον Κλικ διαβάστε Έκτακτο τηλεφώνημα Μητσοτάκη Μακρόν μεταναστευτικό,"['μακρον', 'κλικ', 'διαβάστε', 'έκτακτος', 'τηλεφώνημο', 'μητσοτάκη', 'μακρόν', 'μεταναστευτικό']"
"@IwannhsXwston Σε συγχαίρω για τη στάση σου σε ορισμένα θέματα (εθνικά, μεταναστευτικό, αριστερά) &amp; για το ότι γράφεις αντικειμενικά &amp; όχι κομματικοποιημένα. Μπράβο.",συγχαίρω στάση θέματα εθνικά μεταναστευτικό αριστερά γράφεις αντικειμενικά κομματικοποιημένα Μπράβο,"['συγχαίρω', 'στάση', 'θέματο', 'εθνικά', 'μεταναστευτικό', 'αριστερά', 'γράφει', 'αντικειμενικά', 'κομματικοποιημένας', 'μπράβο']"
"Κίνδυνο τρομοκρατικού χτυπήματος κατά την διάρκεια των εορτών των Χριστουγέννων ""βλέπει"" η αμερικανική πρεσβεία και παράλληλα ο Γεωργιάδης στο συνέδριο της ΝΔ βλέπει ακροδεξιό λαϊκισμό στο ""μεταναστευτικό"" όπως ονομάζουν οι αντινατιβιστες την μουσουλμανική Αφροασιατικη εισβολή",Κίνδυνο τρομοκρατικού χτυπήματος διάρκεια εορτών Χριστουγέννων βλέπει αμερικανική πρεσβεία παράλληλα Γεωργιάδης συνέδριο βλέπει ακροδεξιό λαϊκισμό μεταναστευτικό ονομάζουν αντινατιβιστες την μουσουλμανική Αφροασιατικη εισβολή,"['Κίνδυνο', 'τρομοκρατικός', 'χτυπήματο', 'διάρκει', 'εορτή', 'χριστουγέννος', 'βλέπω', 'αμερικανικός', 'πρεσβεία', 'παράλληλα', 'Γεωργιάδης', 'συνέδριο', 'βλέπω', 'ακροδεξιό', 'λαϊκισμό', 'μεταναστευτικό', 'ονομάζω', 'αντινατιβιστες', 'την', 'μουσουλμανικός', 'αφροασιατικη', 'εισβολή']"
"Μητσοτάκης χθες στο συνέδριο της ΝΔ ξεκάθαρα πλέον εν μέσω χλιαρών χειροκροτημάτων ""το μεταναστευτικό ήρθε για να μείνει""",Μητσοτάκης χθες συνέδριο ξεκάθαρα χλιαρών χειροκροτημάτων μεταναστευτικό ήρθε μείνει,"['μητσοτάκη', 'χθες', 'συνέδριο', 'ξεκάθαρα', 'χλιαρός', 'χειροκροτημάτο', 'μεταναστευτικό', 'ήρθε', 'μείνω']"
Φιλάκια στους ψηφοφόρους της Νέας Συριζοκρατίας...😂😄😀,Φιλάκια ψηφοφόρους Νέας Συριζοκρατίαςface joy grinning,"['φιλάκιος', 'ψηφοφόρου', 'νέας', 'Συριζοκρατίαςface', 'joy', 'grinning']"
@AdonisGeorgiadi κ.Υπουργέ για να επιστρέψουν οι λαϊκιστές πρέπει να βρουν κάπου γόνιμο έδαφος. Αφού δεν μπορούν στην οικονομία το μεταναστευτικό προσφέρεται γιατί φαίνεται αδυναμία επίλυσης του μεγάλου προβλήματος που απασχολεί όλη την ελληνική κοινωνία.,κΥπουργέ επιστρέψουν λαϊκιστές βρουν γόνιμο έδαφος δεν στην οικονομία μεταναστευτικό προσφέρεται φαίνεται αδυναμία επίλυσης μεγάλου προβλήματος απασχολεί την ελληνική κοινωνία,"['κυπουργέ', 'επιστρέψω', 'λαϊκιστός', 'βρω', 'γόνιμος', 'έδαφο', 'δεν', 'στην', 'οικονομία', 'μεταναστευτικό', 'προσφέρομαι', 'φαίνεται', 'αδυναμία', 'επίλυση', 'μεγάλος', 'προβλήματο', 'απασχολώ', 'την', 'ελληνικός', 'κοινωνία']"
Αντόνιο Ταγιάνι: Στο μεταναστευτικό δεν πρέπει να αφήσουμε μόνη της την Ελλάδα,Αντόνιο Ταγιάνι μεταναστευτικό πρέπει αφήσουμε της Ελλάδα,"['αντόνιο', 'ταγιάνι', 'μεταναστευτικό', 'πρέπει', 'αφήσω', 'της', 'Ελλάδα']"
"Τα φανατισμένα πακιστάνια είναι από κείνους που πολύ δύσκολα ενσωματώνονται, #RefugeesWelcome",φανατισμένα πακιστάνια από κείνους πολύ δύσκολα ενσωματώνονται,"['φανατισμένα', 'πακιστάνιας', 'από', 'κείνου', 'πολύ', 'δύσκολα', 'ενσωματώνομαι']"
Ούτε πρόσφυγας δεν ξέρεις ποιος θεωρείται!,πρόσφυγας ξέρεις ποιος θεωρείται,"['πρόσφυγας', 'ξέρει', 'ποιος', 'θεωρείται']"
Φασίστας είσαι εσύ που θες να επιβάλεις την άποψη σου!,Φασίστας εσύ θες επιβάλεις άποψη,"['φασίστας', 'εσύ', 'θες', 'επιβάλει', 'άποψη']"
"@Born_Greek @anthi7vas Τα δικαιώματά σου θα σου τα στερήσει όχι ο μετανάστης ή ο πρόσφυγας που αφού συναινέσαμε στο ξεσπίτωμά του  του ρίξαμε και κάτι χιλιάδες βόμβες στο κεφάλι, πήρε τα παιδιά του να γλυτώσει, κάτι που αύριο θα κάνεις κι εσύ, αλλά το δικό σου κεφάλαιο που ο αδήριτος νόμος του λέει ότι",7 δικαιώματά στερήσει μετανάστης πρόσφυγας αφού συναινέσαμε ξεσπίτωμά ρίξαμε χιλιάδες βόμβες κεφάλι πήρε παιδιά γλυτώσει κάτι κάνεις αλλά δικό κεφάλαιο που ο αδήριτος νόμος του λέει,"['7', 'δικαιώματά', 'στερήσω', 'μετανάστης', 'πρόσφυγας', 'αφού', 'συναινώ', 'ξεσπίτωμά', 'ρίξαμε', 'χιλιάδες', 'βόμβα', 'κεφάλι', 'πήρε', 'παιδί', 'γλυτώσω', 'κάτι', 'κάνει', 'αλλά', 'δικό', 'κεφάλαιο', 'που', 'ο', 'αδήριτος', 'νόμος', 'του', 'λέει']"
"""Πρόσφυγας"" που ζητούσε άσυλο στην Ελβετία προέκυψε ισλαμιστής: Το έπαιζε αρχηγός στις δομές",Πρόσφυγας ζητούσε άσυλο Ελβετία προέκυψε ισλαμιστής έπαιζε αρχηγός δομές,"['πρόσφυγας', 'ζητώ', 'άσυλο', 'Ελβετία', 'προέκυψε', 'ισλαμιστής', 'παίζω', 'αρχηγός', 'δομή']"
"Τι; Δεν ήταν πρόσφυγας, λαθρομετανάστης, ξερωγω;",Δεν πρόσφυγας λαθρομετανάστης ξερωγω,"['δεν', 'πρόσφυγας', 'λαθρομετανάστης', 'ξερωγω']"
"#Ελλάδα προσπαθούν να μας το επιβάλλουν ως φυσικότητα με δύο τρόπους:α)να μας ευαισθητοποιήσουν με το επιχείρημα του πρόσφυγα πολέμου, αλλά κανείς τους δεν είναι πραγματικά πρόσφυγας κ β)με τη βία όταν δεν πιάνει το α βαφτίζοντας τους αντιδρώντες ρατσιστές κλπ χαρακτηρισμούς.",Ελλάδα προσπαθούν επιβάλλουν φυσικότητα δύο τρόπουςανα μας ευαισθητοποιήσουν επιχείρημα πρόσφυγα πολέμου κανείς δεν πραγματικά πρόσφυγας βμε βία δεν πιάνει α βαφτίζοντας αντιδρώντες ρατσιστές χαρακτηρισμούς,"['Ελλάδα', 'προσπαθώ', 'επιβάλλω', 'φυσικότητα', 'δύο', 'τρόπουςανο', 'μας', 'ευαισθητοποιήσω', 'επιχείρημα', 'πρόσφυγα', 'πολέμο', 'κανείς', 'δεν', 'πραγματικά', 'πρόσφυγας', 'βμε', 'βία', 'δεν', 'πιάνω', 'α', 'βαφτίζοντα', 'αντιδρώντες', 'ρατσιστής', 'χαρακτηρισμού']"
Οι παράνομοι μετανάστες πρέπει να νοίωσουν το βάρος του Νόμου. Διαφορετικό είναι ο μετανάστης και διαφορετικό είναι ο πρόσφυγας. Για τους πρόσφυγες μετά το ξεκαθάρισμα και τη παραπομπή στα συμβούλια ασύλου πρέπει γρήγορα να τελειώνει η κράτηση σε κλειστούς χώρους,παράνομοι μετανάστες νοίωσουν βάρος Νόμου Διαφορετικό μετανάστης διαφορετικό πρόσφυγας τους πρόσφυγες ξεκαθάρισμα παραπομπή συμβούλια ασύλου γρήγορα τελειώνει κράτηση κλειστούς χώρους,"['παράνομος', 'μετανάστα', 'νοίωσω', 'βάρος', 'νόμο', 'διαφορετικό', 'μετανάστης', 'διαφορετικό', 'πρόσφυγας', 'τους', 'πρόσφυγες', 'ξεκαθάρισμα', 'παραπομπή', 'συμβούλιο', 'ασύλο', 'γρήγορο', 'τελειώνω', 'κράτηση', 'κλειστούς', 'χώρου']"
@Josh_ade_gr @beatBukowski Πρόσφυγας και ρατσιστής δεν πάει,beatBukowski Πρόσφυγας ρατσιστής πάει,"['beatbukowski', 'πρόσφυγας', 'ρατσιστής', 'πηγαίνω']"
"Ήταν «πρόσφυγας» ο ποντικός!, του Γιώργου Αρκουλή",«πρόσφυγας» ποντικός Γιώργου Αρκουλή,"['«', 'πρόσφυγας', '»', 'ποντικός', 'γιώργο', 'αρκουλή']"
μέσω του χρήστη @IportaGr,του χρήστη,"['του', 'χρήστη']"
"22χρονος καρκινοπαθής δεν μπορεί να λάβει ιατρική περίθαλψη για καλπάζουσα μορφή καρκίνου, καθώς είναι πρόσφυγας και δεν δικαιούται ΑΜΚΑ, βάσει της πρόσφατης αλλαγής της νομοθεσίας. @PrimeministerGR",χρονος καρκινοπαθής μπορεί λάβει ιατρική περίθαλψη καλπάζουσα μορφή καρκίνου είναι πρόσφυγας δεν δικαιούται ΑΜΚΑ βάσει πρόσφατης αλλαγής νομοθεσίας,"['χρονος', 'καρκινοπαθής', 'μπορώ', 'λάβω', 'ιατρικός', 'περίθαλψη', 'καλπάζουσος', 'μορφή', 'καρκίνος', 'είναι', 'πρόσφυγας', 'δεν', 'δικαιούται', 'αμκας', 'βάσει', 'πρόσφατης', 'αλλαγή', 'νομοθεσία']"
@VroutsisGiannis ας είμαστε άνθρωποι πάνω από όλα.,είμαστε άνθρωποι από,"['είμαστε', 'άνθρωπος', 'από']"
Τι λέει ο νόμος για ποιος είναι μετανάστης ποιος πρόσφυγας. #λαθρομετανσστες #μεταναστευτικο,λέει νόμος ποιος μετανάστης ποιος πρόσφυγας λαθρομετανσστες μεταναστευτικο,"['λέω', 'νόμος', 'ποιος', 'μετανάστης', 'ποιος', 'πρόσφυγας', 'λαθρομετανσστα', 'μεταναστευτικο']"
"Ο ""πρόσφυγας"" ήταν τζιχαντιστής, μαχητής του ISIS.",πρόσφυγας τζιχαντιστής μαχητής,"['πρόσφυγας', 'τζιχαντιστής', 'μαχητής']"
"Όπως πολλοί, ποιός ξέρει πόσοι ανάμεσά μας, έτοιμοι για το σύνθημα από τον ""αδερφό μουσουλμάνο"" Ερντογάν.",πολλοί ξέρει ανάμεσά έτοιμοι σύνθημα τον αδερφό μουσουλμάνο Ερντογάν,"['πολλός', 'ξέρω', 'ανάμεσά', 'έτοιμος', 'σύνθημας', 'τον', 'αδερφό', 'μουσουλμάνο', 'Ερντογάν']"
